time_stamp,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2022-06-29T00:00:00Z,1.6,1.4,1.8,1.8095,1.568,2.051,1.816,1.568,2.064,2.6405000000000003,2.156,3.125,2.643,2.156,3.13
2022-06-30T00:00:00Z,2.5,2.3,2.8,3.625,3.207,4.043,3.6515,3.207,4.096,4.527,3.858,5.196,4.5365,3.858,5.215
2022-07-01T00:00:00Z,2.1,1.6,2.6,2.7235,1.887,3.56,2.799,1.9,3.698,3.319,2.287,4.351,3.355,2.292,4.418
2022-07-02T00:00:00Z,1.9,1.3,2.5,2.5035,1.317,3.69,2.6695,1.433,3.906,3.357,1.618,5.096,3.0545,1.696,4.413
2022-07-03T00:00:00Z,1.4,1.1,1.7,1.52,1.111,1.929,1.529,1.111,1.947,2.051,1.445,2.657,2.053,1.445,2.661
2022-07-04T00:00:00Z,1.7,1.5,2,2.0955000000000004,1.693,2.498,2.1075,1.699,2.516,2.8685,2.232,3.505,2.87,2.232,3.508
2022-07-05T00:00:00Z,4.6,4.5,4.7,6.3100000000000005,6.123,6.497,7.5,7.333,7.667,7.833,7.435,8.231,8.508,8.105,8.911
2022-07-06T00:00:00Z,1.3,1.1,1.5,1.2795,0.991,1.568,1.3065,1.018,1.595,1.759,1.328,2.19,1.7719999999999998,1.341,2.203
2022-07-07T00:00:00Z,1,0.9,1.2,0.7949999999999999,0.57,1.02,0.7954999999999999,0.57,1.021,1.2225,0.842,1.603,1.2225,0.842,1.603
2022-07-08T00:00:00Z,1.1,0.9,1.2,0.8775,0.654,1.101,0.8785000000000001,0.654,1.103,1.314,0.947,1.681,1.314,0.947,1.681
2022-07-09T00:00:00Z,4.5,4.4,4.6,7.023,6.903,7.143,7.2780000000000005,7.162,7.394,7.8125,7.541,8.084,7.8995,7.629,8.17
2022-07-10T00:00:00Z,6.8,6.6,7,11.3135,10.969,11.658,11.564,11.176,11.952,12.344000000000001,11.788,12.9,12.3905,11.825,12.956
2022-07-11T00:00:00Z,4.2,4.1,4.4,6.500500000000001,6.256,6.745,6.5145,6.256,6.773,7.1305,6.751,7.51,7.134,6.751,7.517
2022-07-12T00:00:00Z,4.9,4.7,5,7.8605,7.657,8.064,7.8605,7.657,8.064,8.6755,8.282,9.069,8.6755,8.282,9.069
2022-07-13T00:00:00Z,4.7,3.6,5.7,7.159,5.535,8.783,7.6,5.535,9.665,8.017,6.09,9.944,8.329,6.09,10.568
2022-07-14T00:00:00Z,2.5,1.6,3.4,3.2670000000000003,1.916,4.618,3.3404999999999996,1.916,4.765,3.7735000000000003,2.251,5.296,3.793,2.251,5.335
2022-07-15T00:00:00Z,2.4,1.7,3.1,3.1995,2.051,4.348,3.215,2.051,4.379,4.0009999999999994,2.627,5.375,4.0075,2.627,5.388
2022-07-16T00:00:00Z,3.4,3.1,3.8,5.179,4.687,5.671,5.2245,4.728,5.721,5.697,5.094,6.3,5.7285,5.126,6.331
2022-07-17T00:00:00Z,4.7,4.4,5,6.2895,5.758,6.821,7.3555,6.78,7.931,6.874499999999999,6.221,7.528,7.883,7.218,8.548
2022-07-18T00:00:00Z,2.9,2.4,3.5,4.1975,3.281,5.114,4.2115,3.29,5.133,5.8215,4.555,7.088,5.8645,4.59,7.139
2022-07-19T00:00:00Z,2.7,2.2,3.2,3.9015,3.048,4.755,3.9805,3.008,4.953,4.872,3.709,6.035,4.9135,3.705,6.122
2022-07-20T00:00:00Z,2.6,2.3,3,3.615,2.971,4.259,3.6705,3.011,4.33,4.8035,3.838,5.769,4.846,3.874,5.818
2022-07-21T00:00:00Z,2.5,2.3,2.7,3.417,3.074,3.76,3.417,3.074,3.76,4.1425,3.602,4.683,4.1425,3.602,4.683
2022-07-22T00:00:00Z,3,2.3,3.7,4.3645,3.251,5.478,4.489,3.251,5.727,5.117,3.764,6.47,5.18,3.764,6.596
2022-07-23T00:00:00Z,2.6,2.4,2.9,3.7465,3.31,4.183,3.7489999999999997,3.31,4.188,4.353,3.761,4.945,4.353,3.761,4.945
2022-07-24T00:00:00Z,6,5.6,6.4,8.328,7.699,8.957,9.936,9.282,10.59,9.2895,8.472,10.107,10.914000000000001,10.085,11.743
2022-07-25T00:00:00Z,4,3.7,4.4,6.1845,5.675,6.694,6.208,5.675,6.741,6.8085,6.146,7.471,6.817,6.146,7.488
2022-07-26T00:00:00Z,5.9,5.5,6.3,9.248999999999999,8.472,10.026,9.291,8.477,10.105,10.245999999999999,9.245,11.247,10.253,9.246,11.26
2022-07-27T00:00:00Z,3.2,2.9,3.5,4.787,4.265,5.309,4.795999999999999,4.265,5.327,5.3335,4.677,5.99,5.334,4.677,5.991
2022-07-28T00:00:00Z,5.1,4.8,5.4,8.147,7.637,8.657,8.174999999999999,7.637,8.713,8.917,8.23,9.604,8.9255,8.23,9.621
2022-07-29T00:00:00Z,4.2,3.5,5,6.5075,5.282,7.733,6.564,5.284,7.844,7.0975,5.708,8.487,7.116,5.71,8.522
2022-07-30T00:00:00Z,4.1,3.7,4.5,6.2945,5.734,6.855,6.311999999999999,5.734,6.89,6.7445,6.083,7.406,6.7475000000000005,6.083,7.412
2022-07-31T00:00:00Z,5.1,4.8,5.4,7.9955,7.509,8.482,8.0045,7.509,8.5,8.493,7.92,9.066,8.493500000000001,7.92,9.067
2022-08-01T00:00:00Z,3.9,3.6,4.3,5.9055,5.39,6.421,5.920999999999999,5.39,6.452,6.41,5.78,7.04,6.4135,5.78,7.047
2022-08-02T00:00:00Z,2.4,2.2,2.7,3.3905000000000003,2.976,3.805,3.4225000000000003,2.976,3.869,3.8994999999999997,3.348,4.451,3.905,3.348,4.462
2022-08-03T00:00:00Z,9.3,9.1,9.6,15.285,14.607,15.963,15.315999999999999,14.607,16.025,16.63,15.668,17.592,16.634999999999998,15.668,17.602
2022-08-04T00:00:00Z,6.6,6.5,6.8,10.6135,10.196,11.031,10.633,10.196,11.07,11.6965,11.038,12.355,11.699,11.038,12.36
2022-08-05T00:00:00Z,6.8,5.9,7.7,10.764,9.325,12.203,10.928999999999998,9.325,12.533,11.954,10.172,13.736,12.012,10.172,13.852
2022-08-06T00:00:00Z,4.4,3.8,5,6.833500000000001,5.836,7.831,6.9895000000000005,5.836,8.143,7.6185,6.379,8.858,7.704,6.379,9.029
2022-08-07T00:00:00Z,3.1,2.8,3.5,4.631,4.021,5.241,4.7065,4.021,5.392,5.093500000000001,4.333,5.854,5.1325,4.333,5.932
2022-08-08T00:00:00Z,5.9,5.7,6.1,9.501999999999999,9.109,9.895,9.5375,9.109,9.966,10.334,9.738,10.93,10.3505,9.738,10.963
